,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
294,Tateyama,75,JP,1582168774,58,34.98,139.87,57.0,2.24
295,Dumas,90,US,1582168774,51,35.87,-101.97,44.6,4.7
296,Chokwe,0,MZ,1582168774,94,-24.53,32.98,73.38,5.06
297,Kodiak,90,US,1582168737,80,57.79,-152.41,35.6,19.46
298,Chandler,20,US,1582168774,29,33.31,-111.84,70.0,3.36
299,Capari,79,MK,1582168775,84,41.06,21.18,38.41,3.51
300,Lagoa,0,PT,1582168694,64,39.05,-27.98,54.7,17.69
301,Luban,100,PL,1582168775,84,51.12,15.29,39.0,3.0
302,Portland,1,US,1582168334,39,45.52,-122.68,51.8,14.99
303,Norman Wells,75,CA,1582168776,78,65.28,-126.83,8.6,5.82
304,Tahe,0,CN,1582168776,65,52.33,124.73,11.86,6.51
305,Ilulissat,100,GL,1582168718,70,69.22,-51.1,-0.4,3.36
306,Urumqi,75,CN,1582168776,63,43.8,87.6,26.6,4.47
307,Ardabil,100,IR,1582168620,91,38.25,48.29,34.34,8.03
308,Teya,100,RU,1582168777,87,60.38,92.63,19.24,9.4
309,Buin,0,CL,1582168777,40,-33.73,-70.75,73.4,10.29
310,Itarema,100,BR,1582168777,94,-2.92,-39.92,74.84,3.4
311,Bulandshahr,97,IN,1582168777,62,28.4,77.85,61.21,11.39
312,Batagay,64,RU,1582168777,84,67.63,134.63,-10.95,3.58
313,Khalkhal,100,IR,1582168777,88,37.62,48.53,32.52,4.03
314,Ayagoz,100,KZ,1582168778,97,47.97,80.44,11.28,7.4
315,Esperance,73,AU,1582168778,46,-33.87,121.9,73.4,11.41
316,Birjand,40,IR,1582168778,21,32.87,59.22,41.0,9.17
317,Tripoli,65,LY,1582168778,72,32.88,13.19,59.27,19.48
318,Ust'-Shonosha,100,RU,1582168778,97,61.15,41.34,32.63,8.32
319,Pemberton,0,CA,1582168779,73,50.32,-122.8,18.45,1.61
320,College,90,US,1582168568,85,64.86,-147.8,18.0,5.82
321,Nemuro,75,JP,1582168779,43,43.32,145.57,33.8,6.93
322,Klaksvik,100,FO,1582168724,74,62.23,-6.59,37.4,31.09
323,Methoni,75,GR,1582168779,87,36.82,21.7,55.99,14.7
324,Petropavlovsk-Kamchatsky,0,RU,1582168780,35,53.05,158.65,23.0,4.47
325,Zdvinsk,100,RU,1582168780,95,54.7,78.66,28.81,16.02
326,Myrtle Beach,90,US,1582168769,70,33.69,-78.89,50.0,5.82
327,Te Anau,92,NZ,1582168780,71,-45.42,167.72,61.57,1.21
328,Severo-Yeniseyskiy,100,RU,1582168780,91,60.37,93.04,18.16,12.84
329,Beringovskiy,0,RU,1582168746,85,63.05,179.32,-11.72,18.63
330,Sonoita,0,MX,1582168781,31,31.85,-112.83,64.99,4.45
331,Kieta,26,PG,1582168781,77,-6.22,155.63,83.88,20.92
332,Puerto Padre,20,CU,1582168781,83,21.2,-76.6,75.2,11.41
333,Tabou,89,CI,1582168782,95,4.42,-7.35,76.64,2.66
334,Olinda,40,BR,1582168782,78,-8.01,-34.86,82.4,5.82
335,Kalemie,4,CD,1582168782,93,-5.95,29.19,63.43,2.28
336,Arraial do Cabo,100,BR,1582168748,88,-22.97,-42.03,77.0,14.99
337,Knysna,40,ZA,1582168782,93,-34.04,23.05,66.2,1.12
338,Acajutla,0,SV,1582168782,75,13.59,-89.83,82.87,6.44
339,Walvis Bay,100,NA,1582168783,93,-22.96,14.51,64.99,7.34
340,Okha,100,RU,1582168783,86,53.57,142.95,7.11,6.8
341,Makakilo City,90,US,1582168783,78,21.35,-158.09,80.01,10.29
342,Touros,40,BR,1582168696,94,-5.2,-35.46,77.0,5.82
343,Kosh-Agach,56,RU,1582168783,85,50.0,88.67,-5.51,1.48
344,Clyde River,90,CA,1582168783,83,70.47,-68.59,-13.0,17.22
345,Uvira,40,CD,1582168784,88,-3.41,29.15,51.1,2.06
346,Arona,0,ES,1582168621,67,28.1,-16.68,63.0,13.87
347,Ust'-Ilimsk,100,RU,1582168784,90,58.0,102.66,18.3,11.01
348,Galle,0,LK,1582168784,81,6.04,80.22,77.25,5.26
349,Praia da Vitoria,40,PT,1582168785,66,38.73,-27.07,53.6,22.08
350,Road Town,20,VG,1582168646,78,18.42,-64.62,77.0,10.29
351,Lingyuan,46,CN,1582168785,48,41.24,119.4,36.0,5.77
352,Prachuap Khiri Khan,0,TH,1582168785,63,11.82,99.78,80.4,2.48
353,Pacific Grove,1,US,1582168786,81,36.62,-121.92,55.99,5.23
354,Espinosa,8,BR,1582168786,91,-14.93,-42.82,66.63,6.31
355,Chu,0,KZ,1582168786,54,43.6,73.76,18.0,4.0
356,Ugoofaaru,0,MV,1582168786,73,5.67,73.0,81.37,17.45
357,Oranjemund,98,NA,1582168786,89,-28.55,16.43,66.6,6.73
358,Kungurtug,100,RU,1582168787,75,50.6,97.52,3.94,0.27
359,Bafq,100,IR,1582168787,40,31.61,55.41,55.74,2.71
360,Soyo,91,AO,1582168787,86,-6.13,12.37,75.18,3.31
361,Morondava,76,MG,1582168787,96,-20.28,44.28,74.84,3.33
362,Rafaela,0,AR,1582168651,52,-31.25,-61.49,72.0,2.98
363,Carberry,5,CA,1582168788,69,49.87,-99.36,-11.2,8.05
364,Shizunai,69,JP,1582168788,76,42.33,142.37,27.3,8.32
365,Grindavik,90,IS,1582168788,75,63.84,-22.43,35.6,21.92
366,Narsaq,86,GL,1582168788,46,60.92,-46.05,6.8,9.17
367,Cermik,75,TR,1582168788,100,38.14,39.45,33.8,5.82
368,Mweka,78,CD,1582168789,99,-4.85,21.57,69.1,0.78
369,Ust-Nera,100,RU,1582168789,98,64.57,143.2,-22.47,4.23
370,Redmond,1,US,1582168649,34,47.67,-122.12,48.2,5.82
371,Kalangala,20,UG,1582168789,77,-0.31,32.23,72.28,8.28
372,Gamba,100,GA,1582168789,90,-2.65,10.0,77.68,3.85
373,Comodoro Rivadavia,0,AR,1582168770,55,-45.87,-67.5,60.8,3.36
374,Sitka,90,US,1582168790,80,57.05,-135.33,39.2,12.75
375,Linkou,0,CN,1582168790,71,45.3,130.28,19.62,8.19
376,Porto Walter,97,BR,1582168790,94,-8.27,-72.74,73.09,1.99
377,Pisco,75,PE,1582168790,88,-13.7,-76.22,73.4,17.22
378,Dustlik,0,UZ,1582168790,53,40.52,68.04,33.49,3.38
379,Ixtapa,5,MX,1582168722,88,20.7,-105.2,73.99,0.85
380,Svetlaya,2,RU,1582168791,52,46.54,138.33,24.31,9.78
381,Isangel,75,VU,1582168714,70,-19.55,169.27,84.2,9.17
382,Ghugus,0,IN,1582168791,68,19.93,79.13,74.39,9.78
383,Linxia,100,CN,1582168791,77,35.6,103.21,18.73,4.76
384,Ocean Springs,90,US,1582168759,82,30.41,-88.83,57.2,10.29
385,Tutoia,100,BR,1582168792,94,-2.76,-42.27,74.68,1.79
386,Leshukonskoye,96,RU,1582168792,94,64.9,45.76,29.84,7.16
387,Gravdal,71,NO,1582168792,67,68.12,13.5,32.9,21.27
388,Jiayuguan,60,CN,1582168792,33,39.82,98.3,28.85,13.44
389,Uray,100,RU,1582168792,94,60.12,64.78,29.55,7.58
390,Liverpool,75,GB,1582168782,93,53.41,-2.98,50.0,16.11
391,Nishihara,40,JP,1582168793,49,26.18,127.76,69.8,5.82
392,Conway,75,US,1582168660,52,35.09,-92.44,46.4,14.99
393,Port Macquarie,75,AU,1582168643,57,-31.43,152.92,84.0,14.99
394,Port Hardy,75,CA,1582168793,67,50.7,-127.42,33.8,3.36
395,Nacala,5,MZ,1582168704,95,-14.54,40.67,74.32,3.22
396,Hamilton,1,US,1582168656,60,39.18,-84.53,34.0,3.69
397,Saint-Pierre,75,RE,1582168794,50,-21.34,55.48,77.0,5.82
398,Eufaula,90,US,1582168794,82,31.89,-85.15,62.6,5.03
399,Majene,33,ID,1582168794,60,-3.54,118.97,86.56,3.18
400,Hualmay,100,PE,1582168794,79,-11.1,-77.61,71.96,4.21
401,Portree,100,GB,1582168626,88,57.41,-6.19,41.0,1.99
402,Sept-Iles,75,CA,1582168681,49,50.2,-66.38,-2.2,26.4
403,Karratha,0,AU,1582168795,79,-20.74,116.85,85.23,6.89
404,Luan,90,CH,1582168795,80,46.36,6.98,37.99,1.12
405,Monte Carmelo,100,BR,1582168795,94,-18.72,-47.5,68.27,4.05
406,Sai Buri,20,TH,1582168796,74,6.7,101.62,82.4,8.05
407,Perth,97,AU,1582168502,31,-31.93,115.83,90.0,14.99
408,Sioux Lookout,5,CA,1582168796,69,50.1,-91.92,-7.6,4.7
409,Srandakan,100,ID,1582168796,78,-7.94,110.25,79.32,6.58
410,Sayyan,5,YE,1582168796,78,15.17,44.32,53.24,4.99
411,Alta Floresta,100,BR,1582168728,92,-9.88,-56.09,73.56,1.54
412,Coyhaique,0,CL,1582168797,70,-45.58,-72.07,46.4,5.82
413,Koraput,0,IN,1582168688,66,18.82,82.72,71.8,4.36
414,Pizarro,19,CO,1582168797,85,4.95,-77.37,81.54,9.44
415,La Goulette,40,TN,1582168760,71,36.82,10.3,57.2,9.17
416,Kadoshkino,89,RU,1582168797,97,54.03,44.42,29.48,11.3
417,Babstovo,0,RU,1582168798,75,48.12,132.48,13.42,10.38
418,Faanui,100,PF,1582168798,76,-16.48,-151.75,82.81,18.1
419,Itoman,40,JP,1582168798,49,26.12,127.67,69.8,5.82
420,Karpogory,100,RU,1582168798,96,64.0,44.45,29.7,7.0
421,Tairua,0,NZ,1582168798,68,-37.02,175.85,82.99,8.99
422,Rudnogorsk,100,RU,1582168799,92,57.26,103.75,14.32,9.1
423,Presidencia Roque Saenz Pena,0,AR,1582168799,55,-26.79,-60.44,71.85,3.58
424,Fenoarivo,75,MG,1582168799,93,-18.93,47.44,66.2,6.93
425,Ciudad Lazaro Cardenas,11,MX,1582168799,72,17.96,-102.2,73.24,1.3
426,Smolenka,98,RU,1582168799,60,52.14,113.5,8.6,6.71
427,Santiago,0,CL,1582168800,43,-33.46,-70.65,71.6,6.93
428,Carnarvon,75,AU,1582168800,58,-24.87,113.63,86.0,10.29
429,Cabedelo,75,BR,1582168781,94,-6.98,-34.83,77.0,13.87
430,Zaysan,89,KZ,1582168800,86,47.47,84.87,18.7,3.76
431,Sorland,69,NO,1582168801,68,67.67,12.69,35.96,19.75
432,Ponta Delgada,20,PT,1582168801,62,37.73,-25.67,53.6,12.75
433,Tromso,20,NO,1582168801,63,69.65,18.96,26.6,23.04
434,Ahipara,93,NZ,1582168709,82,-35.17,173.17,70.68,11.3
435,Baoshan,100,CN,1582168801,73,46.56,131.42,18.86,12.5
436,Geraldton,90,AU,1582168771,69,-28.77,114.6,78.8,5.82
437,Maniitsoq,20,GL,1582168735,66,65.42,-52.9,4.37,8.08
438,Bria,15,CF,1582168802,57,6.54,21.99,71.35,0.83
439,Kuminskiy,100,RU,1582168802,98,58.67,66.57,29.39,4.12
440,Saint Anthony,1,US,1582168802,59,45.02,-93.22,3.2,9.17
441,Hokitika,100,NZ,1582168802,77,-42.72,170.97,63.77,10.16
442,Lydenburg,97,ZA,1582168803,91,-25.1,30.46,71.01,1.83
443,Severnoye,100,RU,1582168803,96,56.35,78.36,30.34,7.45
444,Atar,0,MR,1582168803,15,20.52,-13.05,69.01,9.19
445,Salalah,75,OM,1582168699,78,17.02,54.09,71.6,3.36
446,Muli,6,MV,1582168804,78,2.92,73.57,81.36,15.93
447,Provideniya,100,RU,1582168800,65,64.38,-173.3,5.0,11.18
448,Glendive,1,US,1582168594,92,47.11,-104.71,12.0,6.15
449,Tilichiki,0,RU,1582168804,87,60.47,166.1,-12.12,8.61
450,Zhezkazgan,75,KZ,1582168804,91,47.8,67.71,1.4,4.47
451,Kahului,75,US,1582168539,73,20.89,-156.47,78.8,19.46
452,Tucurui,100,BR,1582168805,93,-3.77,-49.67,74.86,6.26
453,Hochstadt,90,DE,1582168805,93,49.25,8.21,45.0,9.17
454,Takoradze,44,GH,1582168805,94,4.88,-1.76,77.32,2.89
455,San Alberto,13,CO,1582168806,48,7.76,-73.39,86.07,5.41
456,Sarangani,0,PH,1582168806,75,5.4,125.46,80.56,27.67
457,Eldorado,100,BR,1582168806,92,-23.79,-54.28,74.61,2.19
458,Rairangpur,40,IN,1582168806,72,22.27,86.18,62.6,6.62
459,Anito,47,PH,1582168806,79,12.45,125.29,79.75,23.73
460,Constitucion,0,CL,1582168696,39,-35.33,-72.42,60.98,5.64
461,Inuvik,90,CA,1582168807,92,68.35,-133.72,14.0,5.82
462,Ransang,24,PH,1582168807,72,8.96,117.58,81.66,15.55
463,Kondinskoye,96,RU,1582168807,96,59.65,67.41,23.22,7.43
464,Garden City,40,US,1582168807,49,42.33,-83.33,25.0,9.17
465,Vostok,100,RU,1582168808,87,46.49,135.88,11.05,13.29
466,Hambantota,20,LK,1582168808,83,6.12,81.12,78.8,8.05
467,Navahrudak,37,BY,1582168806,91,53.6,25.83,32.68,7.02
468,Kangalassy,96,RU,1582168808,73,62.35,129.96,-29.2,4.47
469,Fengrun,67,CN,1582168808,56,39.83,118.12,39.2,0.92
470,Mirny,100,RU,1582168756,84,62.54,113.96,1.4,8.95
471,Nara,75,JP,1582168809,53,34.69,135.8,52.0,2.24
472,Ancud,0,CL,1582168809,76,-41.87,-73.82,48.2,11.41
473,Pitimbu,75,BR,1582168809,100,-7.47,-34.81,75.2,6.93
474,Saldanha,25,ZA,1582168761,88,-33.01,17.94,66.2,10.29
475,Rawson,0,AR,1582168534,51,-43.3,-65.1,60.75,15.28
476,Zeya,0,RU,1582168810,73,53.75,127.27,1.22,3.76
477,Fairbanks,90,US,1582168531,85,64.84,-147.72,18.0,5.82
478,Nioro,55,GM,1582168796,35,13.35,-15.75,70.3,3.47
479,Alagir,74,RU,1582168810,55,43.04,44.22,31.62,2.91
480,Iquique,100,CL,1582168810,68,-20.22,-70.14,71.6,6.93
481,Zhengjiatun,0,CN,1582168811,38,43.51,123.51,30.88,6.91
482,Vila Franca do Campo,20,PT,1582168811,62,37.72,-25.43,53.6,12.75
483,Tiznit,0,MA,1582168811,50,29.58,-9.5,58.89,5.19
484,Banjar,40,ID,1582168811,79,-8.19,114.97,86.0,8.05
485,Sola,75,VU,1582168812,84,-13.88,167.55,86.0,11.36
486,Oussouye,92,SN,1582168556,88,12.48,-16.55,73.4,2.24
487,Northview,20,US,1582168812,57,43.05,-85.6,21.2,6.93
488,Guanica,40,PR,1582168812,83,17.97,-66.91,77.0,9.17
489,Alofi,75,NU,1582168773,78,-19.06,-169.92,80.6,16.11
490,Gobabis,100,NA,1582168813,77,-22.45,18.97,70.09,5.23
491,Opuwo,100,NA,1582168813,36,-18.06,13.84,64.33,1.9
492,Bol,0,TD,1582168813,37,13.46,14.71,66.11,15.43
493,Caravelas,0,BR,1582168813,83,-17.71,-39.25,80.56,10.11
494,Sovetskiy,86,RU,1582168813,94,61.36,63.58,19.8,5.08
495,Ordzhonikidze,94,KZ,1582168813,90,52.44,61.74,20.28,13.65
496,Luziania,75,BR,1582168658,88,-16.25,-47.95,71.6,9.17
497,Port Augusta,100,AU,1582168814,55,-32.5,137.77,75.0,11.41
498,Glace Bay,20,CA,1582168814,49,46.2,-59.96,28.0,24.16
499,Yumen,100,CN,1582168814,44,40.28,97.2,25.52,22.06
500,Santo Tomas,20,PH,1582168814,48,14.11,121.14,86.0,18.34
501,Pecos,40,US,1582168815,93,31.42,-103.49,42.8,5.82
502,Coquimbo,0,CL,1582168726,87,-29.95,-71.34,59.0,5.82
503,Olafsvik,100,IS,1582168815,82,64.89,-23.71,34.47,46.15
504,Arbroath,75,GB,1582168815,87,56.56,-2.59,50.0,18.34
505,Monrovia,75,LR,1582168815,94,6.3,-10.8,75.2,5.88
506,Muisne,89,EC,1582168815,92,0.6,-80.03,76.93,2.68
507,Batagay-Alyta,89,RU,1582168804,85,67.8,130.41,-7.58,5.77
508,Ostrovnoy,75,RU,1582168774,86,68.05,39.51,5.22,7.47
509,Humaita,100,BR,1582168816,90,-7.51,-63.02,75.36,1.9
510,Man,33,CI,1582168816,97,7.41,-7.55,69.12,2.37
511,Kiunga,99,PG,1582168816,71,-6.12,141.29,87.87,5.01
512,Tahara,75,JP,1582168817,61,34.67,137.27,55.99,6.93
513,Manche,90,FR,1582168817,81,49.0,-1.17,48.2,12.75
514,Avanigadda,0,IN,1582168817,83,16.02,80.92,73.4,7.74
515,Gualeguaychu,0,AR,1582168817,68,-33.01,-58.52,71.01,4.0
516,Wanning,96,CN,1582168817,79,18.8,110.4,71.13,11.23
517,Arlit,1,NE,1582168708,22,18.74,7.39,61.92,8.68
518,Tecate,0,MX,1582168818,57,32.57,-116.63,61.0,5.82
519,Pangai,75,TO,1582168818,83,-19.8,-174.35,77.0,18.34
520,Damaturu,67,NG,1582168818,38,11.75,11.96,63.45,9.44
521,Wanaka,93,NZ,1582168818,52,-44.7,169.15,66.15,6.55
522,Longyan,0,CN,1582168819,55,25.11,117.02,65.21,1.7
523,Dalvik,90,IS,1582168819,97,65.97,-18.53,35.6,11.41
524,Kalawit,1,PH,1582168819,66,8.07,122.52,82.81,19.28
525,Kpandae,0,GH,1582168683,56,8.47,-0.01,76.86,4.27
526,Ciudad del Carmen,19,MX,1582168744,92,18.63,-91.83,75.45,4.03
527,Virginia Beach,1,US,1582168324,56,36.85,-75.98,42.8,8.88
528,Jinchang,100,CN,1582168820,36,38.5,102.17,23.22,12.55
529,Raudeberg,100,NO,1582168820,73,61.99,5.14,43.0,26.4
530,Kodino,100,RU,1582168820,88,63.72,39.64,28.29,9.57
531,Jumla,99,NP,1582168821,39,29.27,82.18,40.21,2.04
532,Gopalganj,100,IN,1582168821,39,26.47,84.43,66.83,3.38
533,Agadir,0,MA,1582168821,100,30.42,-9.6,51.8,1.59
534,Port Hueneme,1,US,1582168821,76,34.15,-119.2,57.99,3.36
535,Saint-Joseph,75,RE,1582168821,50,-21.37,55.62,77.0,5.82
536,Aljezur,0,PT,1582168821,90,37.32,-8.8,55.99,4.0
537,Seoul,1,KR,1582168787,56,37.57,126.98,48.2,3.36
538,Batemans Bay,0,AU,1582168822,62,-35.72,150.18,73.0,5.99
539,Abalak,100,RU,1582168822,98,58.13,68.59,32.41,6.69
540,Yar-Sale,100,RU,1582168822,85,66.83,70.83,15.3,4.94
541,Khedbrahma,0,IN,1582168823,33,24.03,73.05,68.04,1.23
542,Hwange,0,ZW,1582168823,93,-18.37,26.5,64.92,3.06
543,Lata,0,PT,1582168823,100,40.16,-8.33,54.0,3.36
544,Polonnaruwa,38,LK,1582168823,74,7.93,81.0,77.97,8.55
545,Corner Brook,90,CA,1582168595,85,48.97,-57.95,23.0,23.04
546,Taveta,20,KE,1582168805,94,-3.4,37.67,68.0,1.7
547,Tual,100,ID,1582168824,82,-5.67,132.75,80.58,15.7
548,Abha,95,SA,1582168824,82,18.22,42.51,57.2,9.17
549,Philadelphia,1,US,1582168639,58,39.95,-75.16,37.4,6.8
550,Dabhol,100,IN,1582168746,57,17.6,73.17,78.39,1.86
551,Airai,43,TL,1582168695,69,-8.93,125.41,79.9,3.06
552,Lodwar,32,KE,1582168825,46,3.12,35.6,83.62,4.9
553,Inhambane,66,MZ,1582168825,81,-23.86,35.38,79.74,9.66
554,Karaton,40,ID,1582168825,88,-6.34,106.1,80.6,5.82
555,Cheremukhovo,42,RU,1582168825,90,60.35,59.99,21.07,3.31
556,Tautira,20,PF,1582168826,66,-17.73,-149.15,86.0,14.99
557,Lianzhou,27,CN,1582168826,59,24.78,112.38,63.64,1.07
558,Arrondissement de Limoges,90,FR,1582168826,100,45.75,1.33,42.01,1.12
559,Fortuna,1,US,1582168826,93,40.6,-124.16,48.0,0.89
560,Arandis,100,NA,1582168826,93,-22.42,14.97,64.99,3.96
561,Kodinsk,100,RU,1582168827,92,58.69,99.18,18.64,9.33
562,Qingquan,0,CN,1582168827,41,30.45,115.26,57.34,5.01
563,San Felipe,68,VE,1582168683,94,10.34,-68.74,72.75,2.37
564,Dayong,0,CN,1582168827,63,25.02,118.29,60.8,6.71
565,Mayo,1,US,1582168827,45,38.89,-76.51,43.0,8.05
566,Carthage,40,TN,1582168828,71,36.86,10.33,57.2,9.17
567,Newport,90,GB,1582168828,93,51.59,-3.0,50.0,12.75
568,Sirnak,99,TR,1582168828,92,37.52,42.46,38.14,7.9
569,Nikki,0,BJ,1582168828,18,9.94,3.21,70.18,5.79
570,Benguela,100,AO,1582168828,81,-12.58,13.41,78.93,3.56
571,Tonantins,80,BR,1582168829,96,-2.87,-67.8,75.45,1.01
572,Maridi,100,SS,1582168829,51,4.92,29.47,74.79,1.21
573,Podgornoye,100,RU,1582168829,86,51.73,39.15,33.8,6.71
574,Manokwari,23,ID,1582168829,67,-0.87,134.08,81.81,10.07
575,Phichit,0,TH,1582168829,54,16.25,100.42,93.0,3.36
576,Berbera,99,SO,1582168829,76,10.44,45.01,76.78,1.7
577,Matara,0,LK,1582168796,64,5.95,80.54,79.79,4.92
578,Half Moon Bay,1,US,1582168771,93,37.46,-122.43,57.99,3.36
579,Kalisz,100,PL,1582168830,91,51.76,18.09,36.0,1.99
580,Ayr,75,GB,1582168830,87,55.46,-4.63,50.0,20.8
581,Byron Bay,90,AU,1582168830,58,-28.65,153.62,86.0,18.34
582,Greenwood,90,US,1582168831,81,34.17,-82.12,48.99,4.7
583,Buchanan,75,LR,1582168831,94,5.88,-10.05,75.2,2.15
584,Belyy Yar,100,RU,1582168831,68,53.6,91.39,28.4,15.66
585,Price,1,US,1582168712,45,39.6,-110.81,26.01,6.93
586,Uyemskiy,90,RU,1582168831,92,64.47,40.85,30.2,11.18
587,Buala,19,SB,1582168832,66,-8.14,159.59,87.13,12.24
588,Krasnosel'kup,100,RU,1582168753,96,65.7,82.47,25.32,12.97
589,Najran,14,SA,1582168832,39,17.49,44.13,66.2,8.5
590,Vizinga,100,RU,1582168832,98,61.07,50.1,32.18,6.26
